Source,Target,Type,Weight
257,4,undirected,1
260,256,undirected,1
257,256,undirected,1
263,249,undirected,1
249,275,undirected,1
249,4,undirected,1
264,266,undirected,1
265,448,undirected,1
10,266,undirected,1
10,264,undirected,1
10,80,undirected,1
25,10,undirected,1
10,265,undirected,1
266,80,undirected,1
25,448,undirected,1
25,266,undirected,1
266,4,undirected,1
266,265,undirected,1
264,80,undirected,1
25,264,undirected,1
264,4,undirected,1
4,448,undirected,1
80,448,undirected,1
62,449,undirected,1
48,267,undirected,1
267,449,undirected,1
48,449,undirected,1
267,4,undirected,1
267,62,undirected,1
267,18,undirected,1
48,18,undirected,1
8,448,undirected,1
264,448,undirected,1
10,8,undirected,1
8,266,undirected,1
264,8,undirected,1
8,265,undirected,1
10,448,undirected,1
266,448,undirected,1
264,265,undirected,1
80,265,undirected,1
25,265,undirected,1
6,268,undirected,1
268,269,undirected,1
4,269,undirected,1
7,269,undirected,1
269,450,undirected,1
270,269,undirected,1
1,269,undirected,1
6,450,undirected,1
4,265,undirected,1
6,270,undirected,1
268,4,undirected,1
268,7,undirected,1
268,450,undirected,1
268,270,undirected,1
1,268,undirected,1
6,269,undirected,1
1,271,undirected,1
271,270,undirected,1
271,450,undirected,1
271,7,undirected,1
271,4,undirected,1
268,271,undirected,1
6,271,undirected,1
271,269,undirected,1
66,1,undirected,1
66,270,undirected,1
66,450,undirected,1
66,7,undirected,1
66,268,undirected,1
6,66,undirected,1
66,269,undirected,1
66,271,undirected,1
18,449,undirected,1
4,449,undirected,1
249,276,undirected,1
272,4,undirected,1
273,274,undirected,1
273,3,undirected,1
15,13,undirected,1
272,13,undirected,1
274,13,undirected,1
3,13,undirected,1
274,4,undirected,1
273,15,undirected,1
15,272,undirected,1
274,15,undirected,1
3,15,undirected,1
274,272,undirected,1
3,272,undirected,1
3,274,undirected,1
273,272,undirected,1
273,4,undirected,1
48,33,undirected,1
275,4,undirected,1
263,64,undirected,1
275,64,undirected,1
276,64,undirected,1
263,275,undirected,1
263,4,undirected,1
263,276,undirected,1
275,276,undirected,1
273,13,undirected,1
276,4,undirected,1
273,54,undirected,1
54,13,undirected,1
54,15,undirected,1
54,272,undirected,1
54,274,undirected,1
4,280,undirected,1
4,451,undirected,1
18,280,undirected,1
277,278,undirected,1
277,7,undirected,1
7,18,undirected,1
7,79,undirected,1
7,278,undirected,1
277,18,undirected,1
277,79,undirected,1
18,79,undirected,1
18,451,undirected,1
278,18,undirected,1
278,79,undirected,1
33,449,undirected,1
33,62,undirected,1
33,18,undirected,1
33,267,undirected,1
278,4,undirected,1
277,4,undirected,1
6,278,undirected,1
6,79,undirected,1
6,18,undirected,1
6,277,undirected,1
279,451,undirected,1
11,279,undirected,1
11,451,undirected,1
280,279,undirected,1
280,451,undirected,1
11,280,undirected,1
45,279,undirected,1
45,451,undirected,1
11,45,undirected,1
45,280,undirected,1
18,279,undirected,1
259,20,undirected,1
20,7,undirected,1
7,450,undirected,1
281,283,undirected,1
282,193,undirected,1
283,282,undirected,1
11,282,undirected,1
284,282,undirected,1
282,285,undirected,1
281,193,undirected,1
281,11,undirected,1
285,452,undirected,1
281,284,undirected,1
281,285,undirected,1
283,193,undirected,1
11,193,undirected,1
284,193,undirected,1
193,285,undirected,1
281,282,undirected,1
284,452,undirected,1
284,283,undirected,1
286,7,undirected,1
1,61,undirected,1
61,286,undirected,1
6,207,undirected,1
6,286,undirected,1
286,4,undirected,1
7,207,undirected,1
1,207,undirected,1
11,452,undirected,1
286,207,undirected,1
1,286,undirected,1
282,452,undirected,1
281,452,undirected,1
193,452,undirected,1
283,452,undirected,1
11,283,undirected,1
283,285,undirected,1
6,259,undirected,1
287,410,undirected,1
287,43,undirected,1
288,43,undirected,1
289,4,undirected,1
287,4,undirected,1
288,4,undirected,1
289,410,undirected,1
288,410,undirected,1
43,410,undirected,1
289,287,undirected,1
289,288,undirected,1
288,287,undirected,1
290,453,undirected,1
290,36,undirected,1
290,4,undirected,1
289,43,undirected,1
291,454,undirected,1
284,11,undirected,1
292,291,undirected,1
11,285,undirected,1
284,285,undirected,1
292,293,undirected,1
292,4,undirected,1
292,46,undirected,1
292,454,undirected,1
4,293,undirected,1
291,46,undirected,1
46,293,undirected,1
293,454,undirected,1
291,293,undirected,1
4,454,undirected,1
291,4,undirected,1
46,454,undirected,1
61,207,undirected,1
61,7,undirected,1
6,61,undirected,1
56,294,undirected,1
294,455,undirected,1
295,4,undirected,1
294,4,undirected,1
56,295,undirected,1
56,270,undirected,1
56,12,undirected,1
295,270,undirected,1
270,455,undirected,1
295,12,undirected,1
294,295,undirected,1
12,270,undirected,1
294,270,undirected,1
294,12,undirected,1
296,456,undirected,1
12,455,undirected,1
295,455,undirected,1
5,286,undirected,1
160,455,undirected,1
297,4,undirected,1
56,297,undirected,1
295,297,undirected,1
297,270,undirected,1
12,297,undirected,1
294,297,undirected,1
160,4,undirected,1
56,455,undirected,1
56,160,undirected,1
160,295,undirected,1
160,270,undirected,1
160,12,undirected,1
160,294,undirected,1
4,455,undirected,1
56,296,undirected,1
296,4,undirected,1
298,296,undirected,1
299,67,undirected,1
300,4,undirected,1
301,4,undirected,1
67,298,undirected,1
299,298,undirected,1
300,298,undirected,1
298,301,undirected,1
300,67,undirected,1
67,296,undirected,1
67,301,undirected,1
299,300,undirected,1
299,301,undirected,1
300,301,undirected,1
61,5,undirected,1
5,207,undirected,1
299,4,undirected,1
298,4,undirected,1
56,301,undirected,1
56,300,undirected,1
56,299,undirected,1
56,67,undirected,1
56,298,undirected,1
301,456,undirected,1
300,456,undirected,1
299,456,undirected,1
67,456,undirected,1
298,456,undirected,1
4,456,undirected,1
56,456,undirected,1
301,296,undirected,1
300,296,undirected,1
299,296,undirected,1
41,290,undirected,1
302,290,undirected,1
290,317,undirected,1
3,32,undirected,1
303,44,undirected,1
303,309,undirected,1
32,305,undirected,1
304,32,undirected,1
32,414,undirected,1
32,62,undirected,1
32,313,undirected,1
303,4,undirected,1
304,305,undirected,1
305,4,undirected,1
305,414,undirected,1
305,62,undirected,1
3,305,undirected,1
305,313,undirected,1
44,309,undirected,1
4,309,undirected,1
24,410,undirected,1
306,457,undirected,1
307,410,undirected,1
2,307,undirected,1
308,307,undirected,1
2,410,undirected,1
308,410,undirected,1
308,2,undirected,1
4,457,undirected,1
303,306,undirected,1
44,457,undirected,1
309,457,undirected,1
303,457,undirected,1
306,4,undirected,1
44,306,undirected,1
306,309,undirected,1
304,4,undirected,1
304,414,undirected,1
304,62,undirected,1
310,4,undirected,1
1,167,undirected,1
22,312,undirected,1
311,22,undirected,1
310,22,undirected,1
1,22,undirected,1
311,4,undirected,1
311,312,undirected,1
304,3,undirected,1
310,312,undirected,1
1,312,undirected,1
311,310,undirected,1
1,311,undirected,1
1,310,undirected,1
6,20,undirected,1
310,167,undirected,1
311,167,undirected,1
167,312,undirected,1
22,167,undirected,1
1,415,undirected,1
310,415,undirected,1
311,415,undirected,1
312,415,undirected,1
22,415,undirected,1
167,415,undirected,1
3,313,undirected,1
313,62,undirected,1
313,414,undirected,1
3,414,undirected,1
62,414,undirected,1
4,313,undirected,1
304,313,undirected,1
308,24,undirected,1
24,307,undirected,1
36,453,undirected,1
23,315,undirected,1
221,315,undirected,1
221,314,undirected,1
23,221,undirected,1
221,318,undirected,1
221,458,undirected,1
314,315,undirected,1
315,318,undirected,1
316,318,undirected,1
315,458,undirected,1
23,314,undirected,1
314,318,undirected,1
314,458,undirected,1
23,318,undirected,1
23,458,undirected,1
316,458,undirected,1
23,316,undirected,1
308,4,undirected,1
317,36,undirected,1
4,453,undirected,1
41,453,undirected,1
302,453,undirected,1
317,453,undirected,1
41,36,undirected,1
302,36,undirected,1
302,4,undirected,1
316,314,undirected,1
317,4,undirected,1
302,41,undirected,1
41,317,undirected,1
302,317,undirected,1
221,316,undirected,1
316,315,undirected,1
318,458,undirected,1
8,322,undirected,1
319,8,undirected,1
308,59,undirected,1
308,321,undirected,1
59,320,undirected,1
59,24,undirected,1
59,307,undirected,1
59,410,undirected,1
59,2,undirected,1
4,320,undirected,1
15,8,undirected,1
24,320,undirected,1
307,320,undirected,1
320,410,undirected,1
2,320,undirected,1
308,320,undirected,1
307,4,undirected,1
2,321,undirected,1
321,410,undirected,1
307,321,undirected,1
24,321,undirected,1
4,321,undirected,1
320,321,undirected,1
59,321,undirected,1
9,18,undirected,1
15,18,undirected,1
319,18,undirected,1
319,9,undirected,1
319,15,undirected,1
319,4,undirected,1
322,18,undirected,1
319,322,undirected,1
8,18,undirected,1
9,8,undirected,1
4,450,undirected,1
7,270,undirected,1
127,126,undirected,1
14,63,undirected,1
14,459,undirected,1
63,459,undirected,1
4,459,undirected,1
323,459,undirected,1
41,459,undirected,1
324,459,undirected,1
14,323,undirected,1
41,325,undirected,1
41,14,undirected,1
14,324,undirected,1
63,323,undirected,1
41,63,undirected,1
63,324,undirected,1
323,4,undirected,1
325,324,undirected,1
325,323,undirected,1
41,323,undirected,1
4,327,undirected,1
326,335,undirected,1
3,335,undirected,1
3,326,undirected,1
10,327,undirected,1
10,312,undirected,1
10,328,undirected,1
327,312,undirected,1
325,4,undirected,1
328,327,undirected,1
4,328,undirected,1
328,312,undirected,1
325,459,undirected,1
14,325,undirected,1
63,325,undirected,1
4,324,undirected,1
323,324,undirected,1
329,104,undirected,1
330,344,undirected,1
28,344,undirected,1
28,79,undirected,1
1,28,undirected,1
331,28,undirected,1
28,368,undirected,1
330,4,undirected,1
330,79,undirected,1
332,18,undirected,1
1,330,undirected,1
331,330,undirected,1
330,368,undirected,1
4,344,undirected,1
331,4,undirected,1
4,368,undirected,1
330,28,undirected,1
29,332,undirected,1
41,324,undirected,1
333,258,undirected,1
334,258,undirected,1
334,333,undirected,1
334,4,undirected,1
29,334,undirected,1
334,18,undirected,1
334,332,undirected,1
29,258,undirected,1
332,4,undirected,1
18,258,undirected,1
332,258,undirected,1
333,4,undirected,1
29,333,undirected,1
333,18,undirected,1
332,333,undirected,1
3,413,undirected,1
326,413,undirected,1
335,413,undirected,1
12,336,undirected,1
4,336,undirected,1
65,460,undirected,1
336,460,undirected,1
12,460,undirected,1
65,336,undirected,1
65,12,undirected,1
4,339,undirected,1
10,336,undirected,1
337,339,undirected,1
338,339,undirected,1
339,18,undirected,1
340,339,undirected,1
11,339,undirected,1
337,4,undirected,1
4,460,undirected,1
10,65,undirected,1
3,343,undirected,1
21,65,undirected,1
329,400,undirected,1
341,400,undirected,1
341,329,undirected,1
21,5,undirected,1
21,10,undirected,1
21,460,undirected,1
21,336,undirected,1
10,460,undirected,1
21,12,undirected,1
10,5,undirected,1
5,460,undirected,1
65,5,undirected,1
5,336,undirected,1
12,5,undirected,1
338,4,undirected,1
340,4,undirected,1
338,337,undirected,1
342,326,undirected,1
54,335,undirected,1
54,326,undirected,1
4,342,undirected,1
343,342,undirected,1
342,413,undirected,1
342,335,undirected,1
3,342,undirected,1
337,18,undirected,1
343,4,undirected,1
4,335,undirected,1
4,326,undirected,1
343,413,undirected,1
343,335,undirected,1
343,326,undirected,1
54,413,undirected,1
54,343,undirected,1
54,342,undirected,1
3,21,undirected,1
21,326,undirected,1
21,335,undirected,1
21,413,undirected,1
21,343,undirected,1
21,342,undirected,1
21,54,undirected,1
11,340,undirected,1
340,18,undirected,1
338,11,undirected,1
338,340,undirected,1
338,18,undirected,1
11,337,undirected,1
337,340,undirected,1
344,79,undirected,1
1,344,undirected,1
331,344,undirected,1
3,345,undirected,1
3,353,undirected,1
345,4,undirected,1
346,4,undirected,1
347,4,undirected,1
345,346,undirected,1
345,347,undirected,1
347,346,undirected,1
346,353,undirected,1
3,346,undirected,1
3,347,undirected,1
348,360,undirected,1
348,4,undirected,1
349,348,undirected,1
348,18,undirected,1
347,353,undirected,1
345,353,undirected,1
79,461,undirected,1
350,4,undirected,1
4,462,undirected,1
351,462,undirected,1
350,462,undirected,1
352,462,undirected,1
3,462,undirected,1
4,351,undirected,1
352,4,undirected,1
353,4,undirected,1
350,351,undirected,1
352,351,undirected,1
3,351,undirected,1
350,352,undirected,1
297,455,undirected,1
3,352,undirected,1
348,463,undirected,1
4,360,undirected,1
349,360,undirected,1
354,357,undirected,1
355,400,undirected,1
355,354,undirected,1
356,4,undirected,1
4,354,undirected,1
356,357,undirected,1
357,400,undirected,1
2,356,undirected,1
18,360,undirected,1
356,400,undirected,1
356,354,undirected,1
2,400,undirected,1
2,354,undirected,1
354,400,undirected,1
126,4,undirected,1
2,355,undirected,1
356,355,undirected,1
355,357,undirected,1
355,4,undirected,1
2,358,undirected,1
358,412,undirected,1
2,359,undirected,1
359,358,undirected,1
359,412,undirected,1
4,358,undirected,1
359,4,undirected,1
18,463,undirected,1
349,463,undirected,1
349,18,undirected,1
4,463,undirected,1
349,4,undirected,1
360,463,undirected,1
3,461,undirected,1
3,367,undirected,1
344,368,undirected,1
361,4,undirected,1
361,362,undirected,1
31,193,undirected,1
3,31,undirected,1
361,31,undirected,1
3,193,undirected,1
361,193,undirected,1
361,3,undirected,1
362,4,undirected,1
363,365,undirected,1
63,365,undirected,1
364,365,undirected,1
365,207,undirected,1
366,365,undirected,1
365,464,undirected,1
3,362,undirected,1
362,193,undirected,1
367,79,undirected,1
37,167,undirected,1
1,79,undirected,1
331,79,undirected,1
368,79,undirected,1
1,331,undirected,1
1,368,undirected,1
331,368,undirected,1
38,167,undirected,1
31,362,undirected,1
3,167,undirected,1
37,34,undirected,1
34,38,undirected,1
3,34,undirected,1
37,3,undirected,1
3,38,undirected,1
369,365,undirected,1
63,363,undirected,1
4,363,undirected,1
370,4,undirected,1
366,207,undirected,1
207,464,undirected,1
369,207,undirected,1
366,464,undirected,1
366,369,undirected,1
369,464,undirected,1
4,367,undirected,1
364,363,undirected,1
4,461,undirected,1
370,367,undirected,1
370,461,undirected,1
370,79,undirected,1
370,3,undirected,1
367,461,undirected,1
364,369,undirected,1
364,464,undirected,1
366,364,undirected,1
364,207,undirected,1
369,4,undirected,1
4,464,undirected,1
366,4,undirected,1
364,4,undirected,1
63,369,undirected,1
63,464,undirected,1
366,63,undirected,1
63,207,undirected,1
63,364,undirected,1
369,363,undirected,1
363,464,undirected,1
366,363,undirected,1
363,207,undirected,1
341,104,undirected,1
104,400,undirected,1
270,450,undirected,1
371,373,undirected,1
7,279,undirected,1
7,49,undirected,1
9,279,undirected,1
9,49,undirected,1
1,279,undirected,1
49,279,undirected,1
371,81,undirected,1
15,49,undirected,1
371,4,undirected,1
371,410,undirected,1
371,18,undirected,1
371,379,undirected,1
371,40,undirected,1
371,13,undirected,1
9,7,undirected,1
1,15,undirected,1
4,373,undirected,1
322,279,undirected,1
372,4,undirected,1
372,380,undirected,1
2,380,undirected,1
2,372,undirected,1
6,322,undirected,1
7,322,undirected,1
1,322,undirected,1
15,279,undirected,1
49,322,undirected,1
6,15,undirected,1
6,9,undirected,1
6,279,undirected,1
6,49,undirected,1
15,7,undirected,1
81,373,undirected,1
373,410,undirected,1
374,341,undirected,1
375,9,undirected,1
4,465,undirected,1
375,465,undirected,1
9,465,undirected,1
376,465,undirected,1
375,4,undirected,1
376,4,undirected,1
375,376,undirected,1
13,379,undirected,1
376,9,undirected,1
377,378,undirected,1
378,466,undirected,1
19,378,undirected,1
378,404,undirected,1
378,4,undirected,1
40,13,undirected,1
40,379,undirected,1
18,373,undirected,1
40,81,undirected,1
379,373,undirected,1
40,373,undirected,1
13,373,undirected,1
81,410,undirected,1
18,81,undirected,1
379,81,undirected,1
13,81,undirected,1
13,18,undirected,1
4,379,undirected,1
18,410,undirected,1
379,410,undirected,1
40,410,undirected,1
13,410,undirected,1
379,18,undirected,1
380,4,undirected,1
24,372,undirected,1
24,380,undirected,1
1,382,undirected,1
381,4,undirected,1
382,467,undirected,1
383,467,undirected,1
1,467,undirected,1
381,467,undirected,1
382,383,undirected,1
382,381,undirected,1
382,4,undirected,1
1,383,undirected,1
381,383,undirected,1
1,381,undirected,1
384,391,undirected,1
384,4,undirected,1
384,414,undirected,1
4,383,undirected,1
4,467,undirected,1
2,25,undirected,1
385,383,undirected,1
1,450,undirected,1
1,270,undirected,1
385,386,undirected,1
385,4,undirected,1
385,467,undirected,1
385,382,undirected,1
1,385,undirected,1
381,386,undirected,1
385,381,undirected,1
4,386,undirected,1
386,467,undirected,1
382,386,undirected,1
386,383,undirected,1
1,386,undirected,1
384,390,undirected,1
387,384,undirected,1
384,389,undirected,1
2,388,undirected,1
388,80,undirected,1
25,388,undirected,1
24,388,undirected,1
4,388,undirected,1
380,388,undirected,1
372,388,undirected,1
24,80,undirected,1
4,391,undirected,1
380,80,undirected,1
372,80,undirected,1
2,80,undirected,1
24,25,undirected,1
25,380,undirected,1
25,372,undirected,1
372,8,undirected,1
380,8,undirected,1
24,8,undirected,1
8,388,undirected,1
387,389,undirected,1
389,390,undirected,1
387,390,undirected,1
389,414,undirected,1
387,414,undirected,1
390,414,undirected,1
389,4,undirected,1
387,4,undirected,1
390,4,undirected,1
389,391,undirected,1
387,391,undirected,1
390,391,undirected,1
391,414,undirected,1
392,378,undirected,1
9,378,undirected,1
1,378,undirected,1
393,4,undirected,1
393,394,undirected,1
394,17,undirected,1
394,4,undirected,1
394,410,undirected,1
1,394,undirected,1
393,17,undirected,1
393,410,undirected,1
14,410,undirected,1
393,1,undirected,1
17,410,undirected,1
42,398,undirected,1
42,20,undirected,1
42,165,undirected,1
2,42,undirected,1
1,14,undirected,1
14,17,undirected,1
395,4,undirected,1
1,468,undirected,1
396,468,undirected,1
1,396,undirected,1
395,396,undirected,1
397,468,undirected,1
1,397,undirected,1
397,395,undirected,1
395,468,undirected,1
393,14,undirected,1
1,395,undirected,1
14,5,undirected,1
394,5,undirected,1
393,5,undirected,1
17,5,undirected,1
14,394,undirected,1
20,398,undirected,1
4,398,undirected,1
398,165,undirected,1
374,469,undirected,1
399,469,undirected,1
399,374,undirected,1
399,104,undirected,1
399,400,undirected,1
399,329,undirected,1
399,341,undirected,1
104,469,undirected,1
2,398,undirected,1
400,469,undirected,1
329,469,undirected,1
341,469,undirected,1
374,104,undirected,1
374,400,undirected,1
374,329,undirected,1
341,401,undirected,1
401,329,undirected,1
401,400,undirected,1
401,104,undirected,1
374,401,undirected,1
401,469,undirected,1
399,401,undirected,1
402,341,undirected,1
402,329,undirected,1
402,400,undirected,1
402,104,undirected,1
402,374,undirected,1
402,469,undirected,1
402,399,undirected,1
402,401,undirected,1
2,20,undirected,1
20,165,undirected,1
397,396,undirected,1
4,468,undirected,1
377,466,undirected,1
10,409,undirected,1
1,404,undirected,1
392,4,undirected,1
392,9,undirected,1
1,392,undirected,1
10,403,undirected,1
10,470,undirected,1
11,10,undirected,1
392,404,undirected,1
10,408,undirected,1
10,405,undirected,1
403,4,undirected,1
4,470,undirected,1
4,409,undirected,1
4,408,undirected,1
9,404,undirected,1
4,404,undirected,1
397,4,undirected,1
19,466,undirected,1
19,377,undirected,1
377,404,undirected,1
377,4,undirected,1
392,377,undirected,1
9,377,undirected,1
1,377,undirected,1
404,466,undirected,1
19,9,undirected,1
4,466,undirected,1
392,466,undirected,1
9,466,undirected,1
1,466,undirected,1
19,404,undirected,1
19,392,undirected,1
405,4,undirected,1
403,470,undirected,1
403,409,undirected,1
406,4,undirected,1
407,39,undirected,1
407,4,undirected,1
407,200,undirected,1
406,407,undirected,1
39,200,undirected,1
406,39,undirected,1
406,200,undirected,1
11,403,undirected,1
42,396,undirected,1
42,397,undirected,1
42,468,undirected,1
1,42,undirected,1
42,395,undirected,1
396,4,undirected,1
406,471,undirected,1
200,471,undirected,1
4,471,undirected,1
39,471,undirected,1
407,471,undirected,1
405,408,undirected,1
11,405,undirected,1
11,408,undirected,1
405,409,undirected,1
408,409,undirected,1
11,409,undirected,1
405,470,undirected,1
408,470,undirected,1
11,470,undirected,1
409,470,undirected,1
405,403,undirected,1
403,408,undirected,1
192,194,undirected,1
